distanza_km,valore_merce_eur,peso_kg,fragile,numero_transiti,rischio_meteo,rischio_doganale,tracking_gps,modalità_trasporto,ritardo
474,48664,4459,1,0,2,2,1,Strada,1
2226,160141,597,1,2,3,3,0,Strada,1
621,88342,4941,0,0,2,5,0,Strada,1
2126,15407,3573,0,0,5,2,1,Strada,1
1170,114926,7092,1,3,2,1,0,Ferrovia,0
291,214053,1579,1,1,2,1,1,Strada,1
2329,18878,5655,1,0,5,4,0,Strada,1
838,84100,6294,1,3,5,2,1,Strada,1
764,224059,156,1,1,5,5,1,Strada,1
808,44168,906,0,0,3,5,1,Mare,1
825,251396,3034,1,0,2,5,1,Strada,0
2297,251481,4436,0,1,5,5,1,Mare,0
128,29004,5518,0,5,5,1,1,Strada,1
905,283615,4762,1,1,3,1,0,Strada,1
1489,92820,5902,0,4,4,2,0,Mare,1
2184,192239,6781,1,4,2,3,0,Ferrovia,0
2198,103229,1300,0,3,4,5,1,Strada,1
1081,15568,6789,1,3,4,1,0,Aereo,1
894,10466,5122,0,2,5,2,1,Aereo,1
136,223129,6182,1,4,3,5,0,Strada,1
2140,58324,1661,1,1,2,3,1,Aereo,1
457,147539,7978,0,4,2,5,0,Mare,1
1718,76955,1840,0,5,2,4,1,Strada,1
197,148748,7267,0,3,4,5,0,Ferrovia,1
2374,95791,917,1,5,1,4,1,Strada,1
281,163586,7163,0,3,3,3,0,Strada,1
2000,23650,2819,0,5,1,4,1,Strada,0
415,78701,4303,1,3,4,3,0,Mare,1
1724,273827,377,1,1,5,2,0,Mare,0
485,230164,3866,0,5,1,4,0,Strada,1
448,81978,3198,0,0,1,5,0,Strada,1
1284,5860,6928,1,3,3,5,0,Strada,1
1464,135801,6826,1,4,4,2,0,Strada,1
612,32351,5623,1,0,3,1,1,Aereo,1
1334,156418,3431,0,4,5,3,0,Aereo,1
822,122449,2424,0,3,2,1,1,Strada,1
2447,77700,2605,1,1,4,1,0,Strada,1
2087,236486,5015,1,0,5,2,1,Strada,1
1393,270099,1180,1,0,5,2,0,Strada,1
2235,258571,4386,0,3,1,4,1,Aereo,0
1623,193408,2532,0,5,3,4,1,Strada,1
1041,284806,3149,0,3,1,4,1,Strada,0
2465,7408,2801,0,3,1,4,0,Mare,1
1296,172475,3370,1,2,2,4,0,Ferrovia,1
409,264369,5533,1,1,3,5,0,Strada,1
970,147444,5894,0,5,2,2,1,Strada,0
2426,258320,1606,1,1,5,3,0,Ferrovia,1
1012,18279,3593,1,3,2,3,1,Strada,1
1877,111401,5836,0,2,5,3,0,Mare,1
1663,227801,5708,1,3,1,3,1,Aereo,0
1690,248380,6782,0,3,2,3,0,Strada,1
2266,170259,4558,0,1,3,5,0,Strada,1
266,248145,6104,0,2,2,2,0,Strada,1
427,160547,618,1,1,5,4,1,Aereo,1
168,45552,1704,0,3,4,4,1,Aereo,1
239,200041,3286,1,4,3,4,0,Mare,1
419,208606,7182,1,0,5,2,0,Strada,1
1851,231677,5745,0,5,4,2,1,Strada,1
2246,262869,3169,0,3,3,5,1,Strada,1
701,206558,3783,0,5,4,5,0,Ferrovia,1
1932,75474,6677,0,2,1,4,0,Aereo,1
1561,288312,3279,0,4,1,2,0,Strada,1
819,33099,6861,1,5,2,4,1,Strada,1
2471,203252,200,1,5,2,5,1,Aereo,1
830,241454,2322,1,2,2,4,0,Strada,0
1766,55240,5429,0,3,2,5,1,Mare,1
2257,261746,7604,0,3,4,1,0,Strada,1
2448,253051,4401,1,0,3,3,0,Strada,1
1361,102611,2158,0,2,3,1,1,Strada,1
1299,59046,1845,1,4,2,4,0,Strada,1
572,251468,6589,1,0,1,4,0,Strada,1
571,17488,5566,1,2,5,2,0,Strada,1
832,190913,5331,0,3,2,3,1,Strada,0
2370,184741,2477,0,0,2,5,0,Strada,1
985,142917,3564,1,3,1,4,1,Strada,1
2280,168131,398,0,1,5,5,1,Strada,1
1738,19394,2128,0,1,4,5,0,Mare,1
537,177978,6264,0,0,4,5,1,Ferrovia,1
1900,60332,446,1,0,5,1,0,Strada,1
895,169377,7655,1,2,5,5,1,Strada,1
2221,43628,6195,1,4,4,2,1,Strada,0
2053,284496,3026,1,4,2,1,0,Aereo,0
1798,52993,2659,1,1,2,1,0,Strada,1
735,171458,1208,0,1,1,4,1,Strada,0
2210,9539,195,1,1,5,3,1,Ferrovia,0
2219,133335,2276,0,3,2,3,0,Strada,1
1617,241310,313,1,4,2,4,0,Ferrovia,1
1295,207873,5480,0,0,1,3,1,Aereo,1
88,57132,4349,0,1,5,5,1,Mare,1
829,106494,5980,1,5,1,2,0,Mare,0
1306,226997,6892,0,2,1,5,0,Strada,1
2246,64797,3151,0,0,4,3,1,Mare,1
1977,52798,2156,0,0,1,3,0,Strada,1
351,148722,3130,0,0,5,2,1,Strada,1
2335,77421,1037,0,4,2,1,0,Strada,1
696,270578,1397,0,1,2,1,1,Strada,1
712,293172,6360,1,2,4,2,0,Mare,1
2333,67558,1410,0,3,5,1,1,Strada,1
1809,287475,7100,1,2,2,3,1,Strada,1
2300,68573,7596,0,2,1,1,0,Strada,0
305,130473,7091,0,5,3,3,1,Mare,0
647,178398,2888,0,2,3,4,0,Strada,1
711,267267,1776,0,3,3,5,0,Mare,1
284,279747,2339,0,2,3,1,0,Mare,1
1418,43597,6126,0,5,1,4,0,Aereo,1
819,195310,5835,0,2,2,1,0,Mare,0
262,223858,957,0,1,4,4,1,Ferrovia,1
512,87978,1233,1,5,1,2,0,Strada,0
332,280837,2874,1,1,2,4,0,Strada,1
1536,169769,1308,1,1,5,3,0,Mare,1
1480,162064,5622,1,0,2,2,1,Strada,1
137,141594,248,0,5,2,2,0,Aereo,1
1117,239078,5646,0,2,2,3,0,Strada,1
510,241140,1106,0,4,1,1,1,Mare,1
2375,144193,2505,1,4,2,2,0,Mare,1
1774,124371,5258,1,4,2,1,0,Strada,1
1426,264761,7824,1,3,5,5,1,Mare,1
564,44016,6414,0,1,5,4,1,Aereo,1
752,287420,7286,0,1,3,4,1,Ferrovia,1
1703,231959,3415,1,1,1,3,1,Strada,1
2116,187807,1310,0,5,2,3,0,Mare,1
72,18959,4028,0,3,3,4,1,Aereo,0
1103,29522,5329,0,2,3,5,1,Strada,1
1880,27567,6001,1,0,1,3,1,Strada,1
2205,63708,7033,0,5,3,5,1,Strada,1
1354,127206,2885,1,1,3,3,0,Ferrovia,1
1184,23560,1363,1,2,1,2,0,Strada,0
2233,59390,1952,0,4,4,1,0,Aereo,1
411,126772,6747,0,0,3,4,0,Strada,1
2226,58805,4025,0,4,5,1,0,Strada,1
1949,237109,627,1,2,3,4,0,Ferrovia,1
1334,287640,6726,1,2,1,3,1,Strada,1
564,215373,4480,0,4,1,1,0,Mare,0
498,92257,1070,0,5,4,5,1,Strada,0
1973,4515,3703,1,0,4,3,0,Strada,1
1556,5454,3894,1,4,5,2,0,Mare,1
1297,238145,3623,1,4,5,1,1,Strada,1
1905,23873,2343,1,5,3,1,0,Mare,1
923,276871,5492,1,4,4,2,0,Strada,0
1478,129376,7964,0,0,5,4,1,Aereo,1
2399,70070,6108,1,3,3,3,0,Mare,1
2328,125564,660,1,0,2,2,0,Aereo,1
1804,229497,378,0,5,3,5,0,Strada,1
972,118213,596,1,4,5,3,1,Strada,1
2209,182051,388,1,1,3,2,1,Strada,1
1086,26465,7388,0,1,2,2,0,Strada,1
1466,185972,3231,1,2,5,1,1,Strada,0
2331,60799,3091,0,3,3,1,1,Ferrovia,1
363,97129,856,1,5,5,1,1,Ferrovia,1
2306,140374,1083,1,2,3,3,0,Mare,1
2047,244761,3323,0,2,1,4,1,Mare,0
1087,243821,4037,1,1,5,3,0,Strada,1
1706,13875,7474,1,0,5,1,1,Strada,1
1828,28219,3383,0,2,5,1,0,Aereo,1
1064,299326,2790,1,2,5,3,0,Mare,1
1143,212613,4575,1,3,3,2,1,Mare,1
1174,7457,5676,1,1,4,2,1,Aereo,1
747,34064,7283,1,0,3,1,0,Ferrovia,0
2229,116256,4951,1,3,2,1,0,Strada,1
1454,235659,1746,0,0,1,4,1,Strada,1
1205,210727,3700,1,0,3,2,1,Ferrovia,1
1093,161353,6805,1,2,3,4,0,Mare,1
1979,259063,5758,0,3,5,1,1,Aereo,1
1063,237887,2132,0,2,2,1,1,Strada,1
276,235841,2048,0,4,5,4,1,Strada,1
1878,70918,4702,0,0,5,4,0,Strada,0
1542,214057,1735,1,3,4,1,0,Strada,1
871,90142,4636,1,1,1,5,0,Aereo,1
2073,28603,1653,1,2,4,1,0,Mare,1
920,71605,4399,1,4,5,2,1,Ferrovia,1
2299,282767,4162,1,5,1,1,1,Strada,1
2135,45440,310,1,4,3,3,0,Strada,1
1845,290604,3846,1,4,2,1,0,Strada,1
237,215117,5994,0,2,4,5,0,Strada,1
1130,214877,5425,1,1,2,2,1,Mare,1
990,111373,2825,0,3,5,1,0,Strada,1
2370,268014,6032,0,0,1,4,1,Strada,1
575,19909,5593,0,1,3,2,0,Aereo,0
385,272261,550,1,2,1,2,1,Strada,1
1128,250975,1065,1,5,2,5,1,Strada,1
211,94926,2383,0,3,2,4,1,Mare,1
643,128463,2104,1,0,3,3,0,Mare,1
1988,102536,7714,1,5,3,1,0,Ferrovia,0
2256,283272,4013,0,3,1,3,0,Mare,0
109,252981,5368,0,0,4,4,0,Ferrovia,1
1951,263584,3724,1,0,1,2,0,Strada,1
2308,181685,4105,0,4,2,5,1,Strada,1
455,124491,2756,0,5,1,5,1,Aereo,0
713,151619,7130,0,5,5,2,0,Aereo,0
1182,82662,6185,1,2,1,5,0,Mare,1
1149,237128,7635,1,1,1,3,1,Mare,1
591,1005,5831,0,4,5,2,1,Strada,1
1387,235152,2149,0,4,2,1,0,Strada,1
1047,270182,6436,1,3,3,1,0,Strada,1
1190,269558,5388,1,5,1,4,0,Strada,1
917,279626,2615,1,0,4,2,0,Aereo,1
2116,230901,3067,1,0,3,3,1,Strada,1
481,203945,158,1,3,4,2,0,Strada,1
789,34948,3472,1,5,1,2,1,Ferrovia,1
1423,223873,5066,0,2,4,3,0,Strada,1
232,223322,115,0,0,3,5,1,Strada,1
2210,21875,3131,0,4,4,3,0,Mare,1
1256,276201,4347,1,4,4,2,0,Aereo,1
1219,33400,5963,0,5,3,2,1,Strada,0
880,69607,2998,0,0,3,2,1,Aereo,0
1701,290647,263,0,0,3,2,1,Strada,1
1186,102096,6261,0,2,3,4,1,Mare,0
525,47612,6952,0,5,5,5,0,Strada,1
1376,262538,7059,0,0,1,2,1,Strada,1
1020,85335,4472,0,2,3,4,0,Mare,1
1069,94012,5219,1,4,2,2,0,Mare,1
1191,82748,1090,0,2,4,5,0,Mare,1
1886,163491,4668,0,0,3,5,0,Aereo,1
210,66195,7523,1,1,3,3,0,Strada,1
2498,205767,7609,0,5,1,4,0,Mare,1
247,90846,1037,1,0,3,5,1,Strada,1
1333,103404,3245,0,1,5,1,0,Strada,1
709,262320,5149,1,4,2,2,0,Mare,1
1825,72540,553,0,5,2,5,1,Strada,1
1120,170361,5394,0,3,3,4,0,Strada,1
2060,12755,805,0,5,1,4,1,Aereo,1
448,253915,1391,0,4,3,4,0,Strada,1
1783,85553,6666,0,4,4,3,0,Strada,1
1632,135962,6013,1,4,2,2,1,Mare,1
2175,257760,6060,0,2,4,1,1,Strada,0
2221,18175,7051,1,4,5,4,0,Strada,1
124,226783,2638,0,3,2,2,1,Strada,0
2234,156360,1431,0,0,2,4,0,Strada,0
651,47629,5652,0,1,5,4,1,Ferrovia,1
886,117779,7062,1,5,4,1,1,Ferrovia,1
1578,179872,7071,1,5,3,2,0,Strada,1
549,169439,3037,1,4,1,4,1,Strada,1
1646,83762,7070,1,1,4,3,0,Strada,1
187,161094,5598,1,4,5,4,0,Strada,1
2147,201401,2894,0,2,5,2,1,Strada,1
1844,58941,5666,0,1,5,5,1,Strada,1
1022,187670,2569,1,4,2,4,0,Mare,1
1692,17040,5740,1,4,3,3,1,Strada,1
1935,70806,3776,0,3,2,3,0,Mare,0
2351,145358,7031,0,3,2,4,1,Strada,1
2078,201211,1937,1,3,2,2,1,Mare,0
1950,113076,1373,1,2,5,4,1,Strada,1
1499,56916,3859,0,1,4,3,1,Ferrovia,1
596,149672,3797,1,2,1,4,1,Mare,1
971,266955,2181,0,0,1,3,0,Strada,1
630,32276,2474,1,4,3,5,0,Strada,1
1422,186217,3434,1,4,3,4,1,Strada,1
2006,202750,5798,0,4,5,1,0,Mare,1
2053,220854,5489,0,3,1,4,0,Strada,1
2146,223115,2301,1,4,4,3,0,Strada,1
753,187757,5524,0,3,5,2,0,Strada,1
2358,144266,1058,1,0,3,3,0,Aereo,1
2453,151434,1367,1,2,5,5,1,Strada,1
1675,47281,6697,0,2,3,2,1,Aereo,1
687,263120,3266,0,2,1,1,1,Ferrovia,0
1059,254693,4684,0,3,5,1,0,Ferrovia,1
690,179908,66,1,5,2,5,0,Strada,1
1911,5595,4720,0,5,3,5,1,Aereo,1
1255,96930,1852,0,1,2,5,1,Strada,1
735,147474,2673,0,5,3,5,0,Strada,1
1901,262745,7208,1,1,2,4,0,Aereo,1
237,197355,5208,0,0,1,3,0,Strada,1
1669,174795,179,0,1,1,4,0,Strada,1
1737,183394,6308,0,0,4,2,0,Mare,1
1034,178836,1523,0,4,4,1,0,Strada,1
597,223360,999,1,2,4,1,1,Aereo,0
1481,282549,4046,1,5,5,2,1,Strada,1
925,59122,1118,1,3,3,1,1,Mare,0
667,231561,4361,1,0,5,5,1,Ferrovia,1
1415,233661,1673,0,5,4,5,0,Mare,1
1293,129909,2945,1,3,3,5,0,Aereo,1
952,266591,5584,0,3,5,2,1,Strada,1
212,185215,2786,1,2,1,3,0,Strada,1
2024,11662,5148,0,4,3,2,1,Mare,1
319,59282,2362,0,4,4,3,1,Mare,1
681,291726,1996,0,1,1,1,1,Strada,1
955,68471,5609,1,5,3,1,1,Mare,1
2064,124513,666,1,4,5,1,1,Strada,1
1691,174285,7598,1,2,4,3,0,Strada,0
254,108578,1919,0,5,5,1,0,Strada,0
631,84205,350,1,3,1,2,1,Mare,1
1629,235631,1034,0,0,1,3,1,Ferrovia,1
890,84805,5340,1,0,1,5,0,Mare,1
1886,125698,3741,1,4,3,3,1,Mare,0
1301,169902,4551,1,1,4,2,0,Strada,1
1769,11712,3476,1,0,1,2,0,Strada,1
1692,127888,210,1,1,5,2,1,Mare,1
2347,233398,5964,0,0,4,1,0,Strada,1
924,197437,5721,1,1,5,5,1,Mare,0
1514,88185,75,1,1,5,5,0,Strada,0
2293,13210,132,1,3,1,4,0,Strada,1
739,37972,222,0,2,4,2,1,Aereo,0
2060,237966,1048,1,0,2,1,0,Aereo,1
1472,297280,5854,1,5,3,3,1,Strada,1
2051,279089,6987,0,4,2,1,1,Strada,1
721,227273,3191,1,2,3,2,1,Ferrovia,1
1221,4052,2932,0,3,4,1,1,Aereo,1
1545,290416,4151,0,3,1,2,1,Aereo,1
993,228276,2893,1,3,4,3,0,Strada,1
2296,149388,7412,0,4,2,3,0,Strada,1
1499,139312,4670,1,0,5,5,0,Strada,1
945,17375,2160,0,0,3,4,1,Strada,1
2239,26710,3134,1,1,3,1,0,Strada,1
1386,181967,2095,0,1,2,4,0,Strada,1
214,255624,810,0,5,1,1,1,Ferrovia,1
2411,147246,254,0,1,4,5,1,Strada,1
2118,28597,5042,1,4,2,5,1,Mare,1
1155,86687,5934,0,2,4,3,1,Ferrovia,1
1803,119968,6233,1,0,1,3,0,Strada,1
2402,41274,5334,1,1,5,3,0,Strada,1
1988,204570,3152,0,4,4,1,0,Strada,1
420,49634,2085,1,4,1,4,0,Aereo,1
1930,293185,1602,1,5,2,4,0,Mare,1
902,288514,7866,0,1,5,3,1,Strada,1
433,298391,5022,1,5,5,5,0,Aereo,1
1981,207994,874,1,3,5,4,1,Strada,1
474,257480,3006,0,3,3,5,0,Strada,1
2258,63982,3798,0,3,1,3,1,Mare,0
678,109534,2495,0,1,4,1,0,Aereo,1
944,166546,5628,0,4,2,2,0,Strada,1
2424,287788,5962,1,4,5,4,1,Strada,1
647,39493,7440,1,0,5,3,1,Strada,0
2386,243217,6827,1,3,5,3,1,Strada,1
642,154612,5247,0,1,1,4,1,Mare,0
1737,298625,3946,1,0,2,2,0,Mare,1
622,227577,888,0,4,1,1,0,Mare,1
2125,78097,4745,1,0,2,4,1,Aereo,1
2140,285722,6818,0,3,4,1,0,Mare,1
1754,184951,3733,1,2,3,3,1,Strada,1
226,142668,2011,1,3,2,4,0,Strada,1
578,180022,987,0,3,1,1,1,Strada,1
1683,281831,2981,1,1,1,5,1,Aereo,1
1015,123540,7645,1,2,1,5,0,Mare,1
1567,168061,474,1,5,3,5,0,Strada,1
247,293327,6580,1,2,2,1,0,Aereo,1
902,283902,3360,0,2,2,5,1,Strada,0
1587,133154,3101,1,4,2,3,0,Aereo,0
2119,239013,2955,0,0,2,1,0,Strada,1
1130,97368,6816,0,4,5,3,1,Strada,1
147,46891,2187,0,5,5,2,0,Aereo,1
1953,47901,6578,1,2,1,1,1,Strada,1
484,72062,4096,0,1,5,5,0,Mare,1
686,153635,3260,0,5,2,5,1,Mare,1
637,281118,5142,0,3,2,2,1,Mare,0
393,154460,2744,1,3,5,4,0,Aereo,1
1367,81591,3645,1,4,4,2,0,Mare,0
2029,253990,1317,0,5,1,5,0,Aereo,1
620,281759,3626,0,4,3,5,1,Mare,1
660,23838,471,1,1,1,4,0,Mare,1
1777,117249,5351,0,3,1,2,1,Mare,1
2340,79000,3316,1,4,1,3,0,Ferrovia,1
1904,145608,7067,0,0,5,2,1,Strada,1
1009,137772,1707,1,4,1,3,0,Mare,1
2129,170911,2150,1,4,2,5,0,Strada,1
2488,273392,7179,1,2,1,5,0,Strada,0
2374,46291,5159,0,0,2,2,1,Ferrovia,0
581,216963,3989,0,0,5,5,1,Strada,0
1227,126612,734,1,1,5,4,1,Mare,1
2480,18177,2276,1,2,1,1,1,Strada,1
1141,44815,4438,0,0,2,3,0,Aereo,1
1951,263170,2472,1,2,2,5,1,Aereo,1
933,105997,7276,0,2,2,3,0,Strada,1
2311,61611,1127,1,3,2,2,0,Strada,1
1728,88242,4035,1,0,3,4,1,Strada,1
2473,187175,3890,0,3,5,3,0,Strada,1
2310,43082,3366,0,4,2,5,0,Mare,0
2176,148330,7366,1,4,3,1,0,Strada,1
1799,104613,2893,0,3,3,4,0,Aereo,1
831,96220,3489,1,4,5,2,0,Strada,1
2155,16389,4161,0,3,4,5,1,Strada,1
930,92860,4321,1,1,1,4,1,Strada,0
496,159757,5709,0,2,5,5,1,Strada,1
2163,22797,5575,0,1,4,2,0,Strada,1
1833,246939,5636,1,0,1,2,0,Strada,1
1327,67332,1953,1,1,1,1,1,Ferrovia,1
2041,237655,4274,1,1,1,4,0,Ferrovia,0
1117,225997,3344,1,4,3,1,1,Mare,1
1627,286840,5029,1,5,2,1,0,Mare,0
1061,3024,5413,1,5,1,1,0,Ferrovia,1
2324,138656,475,0,3,2,3,1,Aereo,1
823,159116,2451,1,0,1,2,0,Strada,1
1864,258339,799,1,5,3,1,0,Aereo,0
2476,268429,4889,1,4,1,3,1,Strada,1
1251,270514,7543,1,0,5,3,1,Strada,1
1500,18903,7821,0,2,4,3,1,Mare,1
356,164571,5172,1,3,1,1,1,Mare,1
828,286139,4624,1,4,4,3,1,Strada,1
2365,89377,5121,0,1,4,1,1,Strada,1
57,202474,7298,0,2,3,4,0,Aereo,0
525,110366,93,1,1,4,2,0,Aereo,1
1370,64853,6348,0,5,3,5,1,Mare,1
2261,186715,5092,1,0,1,1,0,Mare,1
534,154405,1609,0,2,2,2,0,Mare,1
954,53442,6085,0,4,3,1,1,Strada,1
608,231755,7121,0,1,4,4,0,Strada,1
2017,10675,4244,0,5,4,2,0,Strada,0
2335,90590,3518,0,1,1,2,0,Ferrovia,0
1177,294805,4001,1,0,3,3,1,Aereo,1
1283,65289,4316,1,0,1,1,0,Strada,1
517,18184,197,0,5,3,1,1,Strada,1
2483,157894,2220,0,3,2,5,1,Aereo,1
897,208537,161,0,5,5,3,0,Mare,1
2484,268411,5168,1,3,1,3,0,Strada,1
308,184719,7205,1,5,4,5,1,Strada,0
332,299169,7347,1,5,1,3,1,Aereo,0
1699,122246,4213,0,0,3,3,1,Strada,1
1948,133053,877,1,3,1,4,0,Mare,1
89,150544,1802,0,5,2,2,1,Mare,1
2317,151408,2989,0,1,3,5,1,Mare,1
1064,157659,5777,0,0,4,4,1,Mare,1
662,238439,3778,0,2,4,4,1,Mare,1
1965,10665,3666,1,0,3,4,1,Strada,0
737,159169,5455,1,5,2,3,0,Mare,1
662,53474,7222,0,4,1,5,0,Strada,1
2357,204045,7335,0,4,5,3,0,Strada,1
2463,76911,3773,0,0,4,3,1,Mare,1
1831,93643,2327,0,2,2,4,1,Mare,0
1860,293628,209,0,0,2,1,0,Mare,1
1597,260383,3415,0,2,2,5,0,Mare,1
1980,177682,5930,1,5,1,5,0,Strada,1
1202,182879,5954,1,1,2,4,1,Strada,1
624,288979,2283,1,1,2,4,1,Strada,0
1960,227351,1063,0,2,3,2,0,Strada,1
1062,97453,5022,1,3,3,4,0,Mare,0
719,54790,601,1,1,2,3,1,Strada,1
318,209032,7441,1,4,2,4,1,Mare,1
1333,272787,1225,1,0,3,5,1,Aereo,1
973,14200,1213,1,5,1,1,0,Mare,1
1175,53275,5536,0,3,3,1,0,Mare,0
1579,153363,5297,0,4,3,3,1,Aereo,1
1808,92685,7568,0,0,3,1,0,Strada,1
1644,273763,6340,1,4,3,4,0,Aereo,1
296,106454,1358,0,3,5,1,1,Strada,1
1610,2766,1542,1,2,4,4,1,Strada,0
2228,266693,1291,0,0,1,2,0,Strada,1
2450,150765,4581,1,4,1,5,1,Strada,1
2293,257356,4877,1,5,2,3,0,Mare,1
1989,221172,5314,0,5,5,2,0,Strada,1
979,26301,6010,0,4,2,1,1,Ferrovia,1
276,45763,5446,1,3,1,3,0,Aereo,0
314,152837,1827,1,3,1,4,0,Ferrovia,1
1445,8425,109,0,5,2,2,1,Aereo,1
1507,276001,1683,0,5,4,5,1,Ferrovia,1
695,184843,7036,1,3,2,5,1,Strada,0
2308,260561,7592,0,2,4,2,1,Strada,0
1468,42457,2501,0,1,4,2,0,Strada,0
1523,211813,7074,0,4,3,2,0,Mare,1
1437,6452,7910,0,2,1,1,0,Aereo,1
1949,112153,5283,1,4,3,5,0,Strada,1
1299,193543,5664,1,5,1,5,0,Strada,1
1031,281444,6808,1,2,3,1,1,Mare,1
1204,2845,385,0,5,4,3,1,Strada,0
637,120342,880,1,5,3,5,1,Mare,1
525,238366,1642,1,5,5,3,0,Strada,1
1871,240004,4430,0,0,3,3,1,Aereo,1
1035,195110,6322,0,1,3,3,0,Ferrovia,1
2253,249850,6061,1,5,3,5,1,Strada,1
1291,215362,6147,1,4,5,4,1,Ferrovia,0
239,248688,6508,0,3,1,3,1,Ferrovia,0
1490,35404,1009,0,1,3,4,1,Mare,1
1030,23564,5767,0,4,1,1,1,Aereo,1
1748,98898,7929,0,0,2,4,0,Strada,1
1765,281371,4216,0,5,4,4,0,Ferrovia,1
90,96259,6538,1,4,2,2,0,Strada,0
2404,125451,1171,1,4,5,3,0,Ferrovia,1
992,18215,5469,1,4,5,5,0,Strada,1
387,131577,2273,1,1,1,2,0,Aereo,0
1387,259392,3866,0,5,1,4,1,Strada,1
1148,72074,5029,0,4,3,1,1,Strada,1
2376,109621,1148,1,3,2,5,1,Ferrovia,0
945,180289,192,0,5,1,1,0,Mare,1
2370,107759,3028,1,2,1,4,0,Aereo,0
1724,129471,1096,1,3,1,1,0,Mare,0
980,284855,6374,1,0,4,2,1,Ferrovia,1
338,49398,1118,1,1,1,1,1,Mare,0
773,264430,7686,1,2,4,2,1,Strada,1
2369,166369,4237,1,1,5,3,1,Aereo,0
2003,109304,3390,0,1,3,5,1,Strada,1
1139,105959,6227,0,4,2,1,1,Aereo,1
532,240317,4823,1,3,1,2,0,Strada,1
985,158557,7799,1,2,4,4,0,Mare,1
2345,130745,3485,1,4,1,4,1,Mare,1
205,55583,3829,0,2,1,2,1,Mare,1
1120,125077,7350,0,5,4,5,0,Mare,1
2008,112359,6952,0,5,1,3,1,Aereo,1
2298,28086,4527,1,3,2,3,0,Strada,0
1733,148556,5849,0,4,5,5,1,Mare,1
173,200695,1015,1,2,3,1,1,Strada,1
2098,105132,7494,0,5,1,2,1,Strada,1
1017,60263,1229,1,4,4,3,1,Strada,1
904,150747,2484,1,1,2,5,0,Mare,0
689,61664,6728,1,5,1,3,0,Strada,1
2288,178198,6393,0,0,5,3,1,Aereo,1
1652,243730,6468,0,2,5,1,0,Strada,1
491,68804,550,0,5,4,3,1,Strada,1
1994,291232,4604,1,3,1,2,0,Strada,1
1888,212087,99,1,2,1,5,0,Strada,1
1879,88893,1019,0,0,1,1,1,Strada,1
2240,269113,7915,0,2,5,1,0,Aereo,1
582,9981,1037,1,2,1,5,1,Strada,0
2324,108154,4677,1,5,1,2,0,Strada,0
1386,287552,5149,0,2,1,3,1,Strada,1
998,156313,6821,1,3,1,3,0,Strada,1
2069,183177,1165,0,0,4,2,1,Mare,1
509,193122,3982,0,5,5,4,0,Strada,1
600,4657,1529,1,0,3,5,1,Strada,0
442,284374,4484,0,3,4,2,1,Strada,0
1837,214766,3174,0,2,1,3,0,Ferrovia,1
894,85731,3617,1,2,3,5,0,Strada,1
2307,174412,1708,0,5,2,5,0,Strada,1
1188,168022,1926,0,0,3,3,1,Mare,1
695,139939,6019,1,2,4,2,1,Aereo,1
2316,210614,7994,1,1,5,4,0,Strada,1
1516,5329,2101,0,2,4,5,0,Mare,0
1427,299009,5850,0,2,5,5,0,Aereo,1
191,199012,4426,1,4,5,5,1,Strada,1
550,38869,5459,1,0,5,2,0,Ferrovia,1
889,198977,6266,0,0,2,5,1,Mare,0
1732,84984,5306,0,1,3,3,1,Mare,1
1615,102069,2865,0,1,4,3,1,Ferrovia,1
2096,249577,1020,0,1,4,1,1,Strada,1
1580,119728,7870,1,0,5,5,1,Mare,1
645,26801,5143,1,4,2,4,1,Aereo,1
1954,219359,5562,1,4,2,1,1,Strada,1
330,236637,257,1,3,1,5,1,Strada,0
473,91709,309,0,0,2,5,1,Mare,1
319,256560,5075,1,3,5,2,0,Strada,1
203,244738,4408,0,2,5,2,0,Mare,0
1800,208831,832,0,1,3,3,1,Mare,0
711,17220,554,1,3,5,1,0,Mare,1
2017,276536,1623,1,5,3,1,0,Mare,1
132,283154,4348,0,3,2,1,0,Strada,1
1499,127951,1809,1,0,1,3,1,Strada,0
1348,149306,7564,0,1,4,4,1,Aereo,0
2381,116795,6159,0,1,5,4,0,Strada,1
1029,126223,6245,1,4,2,4,1,Strada,1
2270,76205,7810,0,3,5,1,1,Ferrovia,1
1709,2082,5525,1,4,3,5,1,Strada,1
1448,159566,3844,1,3,2,1,1,Mare,1
682,37719,3640,1,0,4,5,0,Strada,1
1581,49737,6556,0,0,3,2,0,Strada,1
836,108271,4190,1,2,2,3,0,Mare,1
447,171608,7020,0,3,4,4,0,Mare,1
1193,182676,1451,1,3,3,1,1,Ferrovia,1
983,68839,838,0,1,4,1,1,Mare,1
1510,183075,5581,0,1,2,2,1,Strada,0
1902,88745,6964,0,4,3,5,1,Strada,1
335,127298,6335,0,2,1,4,1,Strada,0
314,94709,3379,0,0,5,3,1,Strada,1
2417,222798,2894,1,3,1,5,1,Mare,1
2186,108252,4035,0,4,4,5,1,Strada,1
1727,173855,6230,1,2,2,4,1,Strada,1
1276,215838,4062,1,1,5,3,1,Ferrovia,1
870,221013,2142,1,2,2,4,0,Mare,1
1812,275947,3017,1,4,4,4,0,Strada,1
2431,181697,5801,0,0,2,1,1,Strada,1
2319,119819,1119,1,1,3,3,1,Aereo,0
90,14698,1725,1,5,3,5,1,Aereo,0
